"Year","Name","No.","Sex","Rank"
1958,"Jacqueline",133,"Girl",51
1958,"Gail",129,"Girl",52
1958,"Sally",128,"Girl",53
1958,"Fiona",128,"Girl",53
1958,"Jan",127,"Girl",55
1958,"Sheryl",125,"Girl",56
1958,"Jillian",125,"Girl",56
1958,"Colleen",125,"Girl",56
1958,"Kerry",120,"Girl",59
1958,"Gillian",118,"Girl",60
1958,"Cheryl",117,"Girl",61
1958,"Kay",116,"Girl",62
1958,"Brenda",115,"Girl",63
1958,"Angela",115,"Girl",63
1958,"Maree",114,"Girl",65
1958,"Diana",113,"Girl",66
1958,"Beverley",110,"Girl",67
1958,"Nicola",108,"Girl",68
1958,"Shona",104,"Girl",69
1958,"Maria",103,"Girl",70
1958,"Glenda",102,"Girl",71
1958,"Ruth",100,"Girl",72
1958,"Maureen",93,"Girl",73
1958,"Michelle",89,"Girl",74
1958,"Lynne",87,"Girl",75
1958,"Jeanette",87,"Girl",75
1958,"Andrea",87,"Girl",75
1958,"Kim",86,"Girl",78
1958,"Louise",84,"Girl",79
1958,"Glenys",84,"Girl",79
1958,"Caroline",83,"Girl",81
1958,"Paula",82,"Girl",82
1958,"Penelope",82,"Girl",82
1958,"Jocelyn",82,"Girl",82
1958,"Joy",81,"Girl",85
1958,"Sarah",80,"Girl",86
1958,"Michele",80,"Girl",86
1958,"Vivienne",79,"Girl",88
1958,"Josephine",79,"Girl",88
1958,"Bronwyn",79,"Girl",88
1958,"Adrienne",78,"Girl",91
1958,"Frances",75,"Girl",92
1958,"Stephanie",74,"Girl",93
1958,"Elaine",72,"Girl",94
1958,"Philippa",71,"Girl",95
1958,"Jill",71,"Girl",95
1958,"Janine",70,"Girl",97
1958,"Claire",69,"Girl",98
1958,"Victoria",68,"Girl",99
1958,"Teresa",68,"Girl",99
1959,"Susan",889,"Girl",1
1959,"Karen",735,"Girl",2
1959,"Christine",656,"Girl",3
1959,"Deborah",515,"Girl",4
1959,"Julie",475,"Girl",5
1959,"Jennifer",427,"Girl",6
1959,"Linda",423,"Girl",7
1959,"Sandra",411,"Girl",8
1959,"Robyn",382,"Girl",9
1959,"Wendy",382,"Girl",9
1959,"Elizabeth",382,"Girl",9
1959,"Judith",377,"Girl",12
1959,"Margaret",362,"Girl",13
1959,"Patricia",353,"Girl",14
1959,"Donna",351,"Girl",15
1959,"Sharon",341,"Girl",16
1959,"Debra",341,"Girl",16
1959,"Mary",338,"Girl",18
1959,"Helen",320,"Girl",19
1959,"Joanne",309,"Girl",20
1959,"Barbara",306,"Girl",21
1959,"Lynette",302,"Girl",22
1959,"Heather",267,"Girl",23
1959,"Anne",262,"Girl",24
1959,"Diane",261,"Girl",25
1959,"Catherine",249,"Girl",26
1959,"Carol",241,"Girl",27
1959,"Denise",239,"Girl",28
1959,"Suzanne",233,"Girl",29
1959,"Vicki",221,"Girl",30
1959,"Pamela",215,"Girl",31
1959,"Janet",213,"Girl",32
1959,"Carolyn",203,"Girl",33
1959,"Raewyn",201,"Girl",34
1959,"Jane",201,"Girl",34
1959,"Shirley",181,"Girl",36
1959,"Kathryn",179,"Girl",37
1959,"Alison",179,"Girl",37
1959,"Pauline",170,"Girl",39
1959,"Janice",170,"Girl",39
1959,"Dianne",170,"Girl",39
1959,"Fiona",164,"Girl",42
1959,"Rosemary",163,"Girl",43
1959,"Annette",162,"Girl",44
1959,"Michelle",159,"Girl",45
1959,"Kathleen",159,"Girl",45
1959,"Lesley",151,"Girl",47
1959,"Lynda",146,"Girl",48
1959,"Colleen",144,"Girl",49
1959,"Sally",142,"Girl",50
1959,"Yvonne",138,"Girl",51
1959,"Ann",138,"Girl",51
1959,"Jan",133,"Girl",53
1959,"Marie",132,"Girl",54
1959,"Jacqueline",132,"Girl",54
1959,"Brenda",127,"Girl",56
1959,"Maree",124,"Girl",57
1959,"Jillian",124,"Girl",57
1959,"Sheryl",120,"Girl",59
1959,"Lorraine",120,"Girl",59
1959,"Gillian",120,"Girl",59
1959,"Louise",113,"Girl",62
1959,"Shona",111,"Girl",63
1959,"Glenda",111,"Girl",63
1959,"Nicola",110,"Girl",65
1959,"Kerry",108,"Girl",66
1959,"Angela",108,"Girl",66
1959,"Gail",107,"Girl",68
1959,"Beverley",107,"Girl",68
1959,"Kim",106,"Girl",70
1959,"Lynne",105,"Girl",71
1959,"Cheryl",105,"Girl",71
1959,"Frances",102,"Girl",73
1959,"Michele",100,"Girl",74
1959,"Stephanie",96,"Girl",75
1959,"Maria",96,"Girl",75
1959,"Kay",96,"Girl",75
1959,"Adrienne",95,"Girl",78
1959,"Andrea",94,"Girl",79
1959,"Diana",91,"Girl",80
1959,"Bronwyn",85,"Girl",81
1959,"Maureen",84,"Girl",82
1959,"Josephine",84,"Girl",82
1959,"Penelope",81,"Girl",84
1959,"Jeanette",81,"Girl",84
1959,"Teresa",80,"Girl",86
1959,"Caroline",80,"Girl",86
1959,"Vivienne",77,"Girl",88
1959,"Valerie",75,"Girl",89
1959,"Ruth",74,"Girl",90
1959,"Sarah",73,"Girl",91
1959,"Paula",73,"Girl",91
1959,"Philippa",72,"Girl",93
1959,"Christina",72,"Girl",93
1959,"Lynley",71,"Girl",95
1959,"Jocelyn",71,"Girl",95
1959,"Shelley",70,"Girl",97
1959,"Janine",70,"Girl",97
1959,"Claire",69,"Girl",99
1959,"Jill",68,"Girl",100
1960,"Susan",848,"Girl",1
1960,"Karen",709,"Girl",2
1960,"Christine",675,"Girl",3
1960,"Julie",499,"Girl",4
1960,"Deborah",476,"Girl",5
1960,"Sandra",460,"Girl",6
1960,"Donna",408,"Girl",7
1960,"Jennifer",403,"Girl",8
1960,"Elizabeth",403,"Girl",8
1960,"Wendy",398,"Girl",10
1960,"Sharon",395,"Girl",11
1960,"Joanne",389,"Girl",12
1960,"Linda",373,"Girl",13
1960,"Robyn",363,"Girl",14
1960,"Judith",343,"Girl",15
1960,"Mary",340,"Girl",16
1960,"Helen",333,"Girl",17
1960,"Margaret",322,"Girl",18
1960,"Patricia",307,"Girl",19
1960,"Debra",306,"Girl",20
1960,"Carol",281,"Girl",21
1960,"Barbara",269,"Girl",22
1960,"Denise",268,"Girl",23
1960,"Anne",264,"Girl",24
1960,"Catherine",263,"Girl",25
1960,"Diane",261,"Girl",26
1960,"Lynette",254,"Girl",27
1960,"Heather",253,"Girl",28
1960,"Suzanne",236,"Girl",29
1960,"Vicki",227,"Girl",30
1960,"Michelle",219,"Girl",31
1960,"Carolyn",216,"Girl",32
1960,"Jane",202,"Girl",33
1960,"Fiona",200,"Girl",34
1960,"Raewyn",193,"Girl",35
1960,"Kathryn",183,"Girl",36
1960,"Alison",182,"Girl",37
1960,"Janet",180,"Girl",38
1960,"Pamela",178,"Girl",39
1960,"Jacqueline",170,"Girl",40
1960,"Dianne",165,"Girl",41
1960,"Yvonne",162,"Girl",42
1960,"Rosemary",160,"Girl",43
1960,"Kathleen",160,"Girl",43
1960,"Janice",156,"Girl",45
1960,"Brenda",151,"Girl",46
1960,"Shirley",149,"Girl",47
1960,"Nicola",148,"Girl",48
1960,"Pauline",144,"Girl",49
1960,"Annette",144,"Girl",49
1960,"Angela",143,"Girl",51
1960,"Kim",140,"Girl",52
1960,"Kerry",136,"Girl",53
1960,"Lorraine",135,"Girl",54
1960,"Marie",134,"Girl",55
1960,"Jillian",134,"Girl",55
1960,"Jan",133,"Girl",57
1960,"Sheryl",129,"Girl",58
1960,"Cheryl",127,"Girl",59
1960,"Andrea",126,"Girl",60
1960,"Ann",123,"Girl",61
1960,"Lynda",121,"Girl",62
1960,"Maree",118,"Girl",63
1960,"Maria",116,"Girl",64
1960,"Gillian",114,"Girl",65
1960,"Kay",112,"Girl",66
1960,"Lesley",109,"Girl",67
1960,"Sally",108,"Girl",68
1960,"Shona",101,"Girl",69
1960,"Stephanie",99,"Girl",70
1960,"Frances",99,"Girl",70
1960,"Louise",98,"Girl",72
1960,"Caroline",98,"Girl",72
1960,"Vivienne",96,"Girl",74
1960,"Colleen",96,"Girl",74
1960,"Gail",95,"Girl",76
1960,"Michele",93,"Girl",77
1960,"Diana",93,"Girl",77
1960,"Ruth",92,"Girl",79
1960,"Bronwyn",92,"Girl",79
1960,"Beverley",90,"Girl",81
1960,"Debbie",89,"Girl",82
1960,"Lynne",88,"Girl",83
1960,"Sarah",87,"Girl",84
1960,"Shelley",86,"Girl",85
1960,"Glenda",85,"Girl",86
1960,"Jeanette",85,"Girl",86
1960,"Janine",85,"Girl",86
1960,"Teresa",83,"Girl",89
1960,"Anna",83,"Girl",89
1960,"Maureen",80,"Girl",91
1960,"Joy",77,"Girl",92
1960,"Adrienne",77,"Girl",92
1960,"Tracey",75,"Girl",94
1960,"Jocelyn",73,"Girl",95
1960,"Kaye",71,"Girl",96
1960,"Penelope",70,"Girl",97
1960,"Tina",69,"Girl",98
1960,"Josephine",69,"Girl",98
1960,"Christina",68,"Girl",100
1961,"Susan",768,"Girl",1
1961,"Karen",716,"Girl",2
1961,"Christine",614,"Girl",3
1961,"Deborah",543,"Girl",4
1961,"Sandra",501,"Girl",5
1961,"Joanne",494,"Girl",6
1961,"Julie",480,"Girl",7
1961,"Donna",440,"Girl",8
1961,"Sharon",439,"Girl",9
1961,"Wendy",411,"Girl",10
1961,"Linda",399,"Girl",11
1961,"Robyn",392,"Girl",12
1961,"Helen",388,"Girl",13
1961,"Jennifer",381,"Girl",14
1961,"Elizabeth",362,"Girl",15
1961,"Judith",322,"Girl",16
1961,"Margaret",320,"Girl",17
1961,"Michelle",317,"Girl",18
1961,"Jacqueline",300,"Girl",19
1961,"Patricia",293,"Girl",20
1961,"Carol",293,"Girl",20
1961,"Mary",285,"Girl",22
1961,"Fiona",275,"Girl",23
1961,"Catherine",275,"Girl",23
1961,"Debra",270,"Girl",25
1961,"Lynette",269,"Girl",26
1961,"Denise",250,"Girl",27
1961,"Anne",249,"Girl",28
1961,"Heather",235,"Girl",29
1961,"Diane",233,"Girl",30
1961,"Suzanne",232,"Girl",31
1961,"Barbara",225,"Girl",32
1961,"Carolyn",225,"Girl",32
1961,"Nicola",219,"Girl",34
1961,"Raewyn",219,"Girl",34
1961,"Vicki",211,"Girl",36
1961,"Angela",201,"Girl",37
1961,"Kathryn",193,"Girl",38
1961,"Jane",186,"Girl",39
1961,"Kim",180,"Girl",40
1961,"Janet",176,"Girl",41
1961,"Dianne",172,"Girl",42
1961,"Alison",163,"Girl",43
1961,"Shirley",162,"Girl",44
1961,"Pamela",162,"Girl",44
1961,"Annette",161,"Girl",46
1961,"Jan",153,"Girl",47
1961,"Brenda",152,"Girl",48
1961,"Bronwyn",149,"Girl",49
1961,"Michele",147,"Girl",50
1961,"Jillian",147,"Girl",50
1961,"Kathleen",146,"Girl",52
1961,"Andrea",146,"Girl",52
1961,"Tracey",141,"Girl",54
1961,"Lorraine",138,"Girl",55
1961,"Janice",135,"Girl",56
1961,"Kerry",134,"Girl",57
1961,"Rosemary",132,"Girl",58
1961,"Lynda",131,"Girl",59
1961,"Yvonne",127,"Girl",60
1961,"Pauline",127,"Girl",60
1961,"Marie",127,"Girl",60
1961,"Louise",127,"Girl",60
1961,"Gillian",123,"Girl",64
1961,"Kay",123,"Girl",64
1961,"Maree",117,"Girl",66
1961,"Cheryl",117,"Girl",66
1961,"Maria",116,"Girl",68
1961,"Ann",114,"Girl",69
1961,"Sheryl",113,"Girl",70
1961,"Colleen",113,"Girl",70
1961,"Shelley",112,"Girl",72
1961,"Shona",112,"Girl",72
1961,"Sally",111,"Girl",74
1961,"Leanne",110,"Girl",75
1961,"Lesley",109,"Girl",76
1961,"Sarah",108,"Girl",77
1961,"Ruth",98,"Girl",78
1961,"Frances",96,"Girl",79
1961,"Tracy",95,"Girl",80
1961,"Lynne",93,"Girl",81
1961,"Gail",92,"Girl",82
1961,"Debbie",92,"Girl",82
1961,"Anna",92,"Girl",82
1961,"Janine",90,"Girl",85
1961,"Adrienne",90,"Girl",85
1961,"Stephanie",88,"Girl",87
1961,"Caroline",88,"Girl",87
1961,"Kaye",86,"Girl",89
1961,"Teresa",83,"Girl",90
1961,"Diana",82,"Girl",91
1961,"Amanda",82,"Girl",91
1961,"Vivienne",81,"Girl",93
1961,"Maureen",81,"Girl",93
1961,"Christina",81,"Girl",93
1961,"Glenda",80,"Girl",96
1961,"Katherine",79,"Girl",97
1961,"Philippa",76,"Girl",98
1961,"Jeanette",76,"Girl",98
1961,"Beverley",76,"Girl",98
1962,"Susan",729,"Girl",1
1962,"Karen",655,"Girl",2
1962,"Sandra",568,"Girl",3
1962,"Christine",547,"Girl",4
1962,"Deborah",518,"Girl",5
1962,"Joanne",482,"Girl",6
1962,"Julie",479,"Girl",7
1962,"Sharon",421,"Girl",8
1962,"Donna",411,"Girl",9
1962,"Robyn",405,"Girl",10
1962,"Wendy",404,"Girl",11
1962,"Linda",403,"Girl",12
1962,"Michelle",400,"Girl",13
1962,"Elizabeth",358,"Girl",14
1962,"Jennifer",337,"Girl",15
1962,"Helen",334,"Girl",16
1962,"Fiona",317,"Girl",17
1962,"Jacqueline",309,"Girl",18
1962,"Catherine",303,"Girl",19
1962,"Judith",278,"Girl",20
1962,"Margaret",267,"Girl",21
1962,"Debra",264,"Girl",22
1962,"Patricia",263,"Girl",23
1962,"Kim",256,"Girl",24
1962,"Mary",246,"Girl",25
1962,"Carol",238,"Girl",26
1962,"Lynette",235,"Girl",27
1962,"Heather",232,"Girl",28
1962,"Nicola",229,"Girl",29
1962,"Suzanne",224,"Girl",30
1962,"Anne",224,"Girl",30
1962,"Vicki",221,"Girl",32
1962,"Diane",220,"Girl",33
1962,"Raewyn",216,"Girl",34
1962,"Carolyn",214,"Girl",35
1962,"Kathryn",211,"Girl",36
1962,"Jane",211,"Girl",36
1962,"Denise",211,"Girl",36
1962,"Andrea",198,"Girl",39
1962,"Angela",197,"Girl",40
1962,"Barbara",181,"Girl",41
1962,"Tracey",178,"Girl",42
1962,"Maree",165,"Girl",43
1962,"Dianne",158,"Girl",44
1962,"Alison",157,"Girl",45
1962,"Annette",154,"Girl",46
1962,"Brenda",151,"Girl",47
1962,"Leanne",148,"Girl",48
1962,"Kathleen",146,"Girl",49
1962,"Pamela",143,"Girl",50
1962,"Louise",143,"Girl",50
1962,"Tracy",140,"Girl",52
1962,"Michele",138,"Girl",53
1962,"Janet",138,"Girl",53
1962,"Bronwyn",138,"Girl",53
1962,"Jan",135,"Girl",56
1962,"Kerry",132,"Girl",57
1962,"Shelley",131,"Girl",58
1962,"Lynda",131,"Girl",58
1962,"Sally",129,"Girl",60
1962,"Gillian",127,"Girl",61
1962,"Marie",122,"Girl",62
1962,"Pauline",122,"Girl",62
1962,"Janine",122,"Girl",62
1962,"Rosemary",120,"Girl",65
1962,"Maria",117,"Girl",66
1962,"Jillian",117,"Girl",66
1962,"Debbie",115,"Girl",68
1962,"Ann",113,"Girl",69
1962,"Yvonne",112,"Girl",70
1962,"Lorraine",112,"Girl",70
1962,"Janice",112,"Girl",70
1962,"Tania",110,"Girl",73
1962,"Kay",110,"Girl",73
1962,"Cheryl",108,"Girl",75
1962,"Katherine",107,"Girl",76
1962,"Sarah",106,"Girl",77
1962,"Shirley",105,"Girl",78
1962,"Caroline",104,"Girl",79
1962,"Colleen",102,"Girl",80
1962,"Sheryl",101,"Girl",81
1962,"Lesley",97,"Girl",82
1962,"Anna",94,"Girl",83
1962,"Diana",93,"Girl",84
1962,"Vivienne",92,"Girl",85
1962,"Christina",90,"Girl",86
1962,"Lisa",89,"Girl",87
1962,"Frances",89,"Girl",87
1962,"Ruth",86,"Girl",89
1962,"Shona",85,"Girl",90
1962,"Stephanie",84,"Girl",91
1962,"Amanda",82,"Girl",92
1962,"Maureen",81,"Girl",93
1962,"Megan",79,"Girl",94
1962,"Lynley",77,"Girl",95
1962,"Gail",77,"Girl",95
1962,"Lynne",75,"Girl",97
1962,"Penelope",71,"Girl",98
1962,"Kaye",70,"Girl",99
1962,"Teresa",68,"Girl",100
1963,"Susan",741,"Girl",1
1963,"Karen",688,"Girl",2
1963,"Sandra",573,"Girl",3
1963,"Christine",497,"Girl",4
1963,"Deborah",462,"Girl",5
1963,"Julie",448,"Girl",6
1963,"Sharon",445,"Girl",7
1963,"Linda",409,"Girl",8
1963,"Donna",402,"Girl",9
1963,"Wendy",400,"Girl",10
1963,"Joanne",396,"Girl",11
1963,"Michelle",392,"Girl",12
1963,"Jennifer",381,"Girl",13
1963,"Helen",337,"Girl",14
1963,"Robyn",333,"Girl",15
1963,"Catherine",297,"Girl",16
1963,"Fiona",291,"Girl",17
1963,"Elizabeth",287,"Girl",18
1963,"Tania",285,"Girl",19
1963,"Jacqueline",277,"Girl",20
1963,"Patricia",265,"Girl",21
1963,"Mary",260,"Girl",22
1963,"Nicola",246,"Girl",23
1963,"Suzanne",245,"Girl",24
1963,"Margaret",244,"Girl",25
1963,"Debra",242,"Girl",26
1963,"Tracey",238,"Girl",27
1963,"Angela",238,"Girl",27
1963,"Anne",223,"Girl",29
1963,"Kim",221,"Girl",30
1963,"Heather",219,"Girl",31
1963,"Denise",219,"Girl",31
1963,"Diane",212,"Girl",33
1963,"Judith",208,"Girl",34
1963,"Lynette",207,"Girl",35
1963,"Vicki",206,"Girl",36
1963,"Jane",206,"Girl",36
1963,"Carol",205,"Girl",38
1963,"Andrea",193,"Girl",39
1963,"Raewyn",192,"Girl",40
1963,"Kathryn",178,"Girl",41
1963,"Carolyn",178,"Girl",41
1963,"Tracy",176,"Girl",43
1963,"Barbara",171,"Girl",44
1963,"Leanne",162,"Girl",45
1963,"Maria",161,"Girl",46
1963,"Pauline",156,"Girl",47
1963,"Maree",147,"Girl",48
1963,"Alison",147,"Girl",48
1963,"Brenda",147,"Girl",48
1963,"Janet",145,"Girl",51
1963,"Kathleen",143,"Girl",52
1963,"Amanda",138,"Girl",53
1963,"Janine",136,"Girl",54
1963,"Dianne",135,"Girl",55
1963,"Bronwyn",131,"Girl",56
1963,"Sarah",130,"Girl",57
1963,"Annette",129,"Girl",58
1963,"Michele",128,"Girl",59
1963,"Louise",127,"Girl",60
1963,"Jan",125,"Girl",61
1963,"Jillian",124,"Girl",62
1963,"Sally",122,"Girl",63
1963,"Marie",121,"Girl",64
1963,"Shelley",120,"Girl",65
1963,"Rosemary",119,"Girl",66
1963,"Yvonne",118,"Girl",67
1963,"Paula",116,"Girl",68
1963,"Lynda",116,"Girl",68
1963,"Ann",111,"Girl",70
1963,"Pamela",110,"Girl",71
1963,"Kerry",110,"Girl",71
1963,"Shirley",107,"Girl",73
1963,"Lisa",106,"Girl",74
1963,"Lesley",104,"Girl",75
1963,"Anna",103,"Girl",76
1963,"Sheryl",102,"Girl",77
1963,"Cheryl",101,"Girl",78
1963,"Lorraine",99,"Girl",79
1963,"Gillian",98,"Girl",80
1963,"Christina",98,"Girl",80
1963,"Caroline",96,"Girl",82
1963,"Debbie",95,"Girl",83
1963,"Colleen",94,"Girl",84
1963,"Janice",93,"Girl",85
1963,"Ruth",90,"Girl",86
1963,"Teresa",86,"Girl",87
1963,"Shona",83,"Girl",88
1963,"Kay",83,"Girl",88
1963,"Stephanie",82,"Girl",90
1963,"Gaylene",82,"Girl",90
1963,"Lynne",80,"Girl",92
1963,"Katherine",80,"Girl",92
1963,"Vivienne",78,"Girl",94
1963,"Diana",78,"Girl",94
1963,"Jeanette",72,"Girl",96
1963,"Maureen",70,"Girl",97
1963,"Gail",70,"Girl",97
1963,"Megan",69,"Girl",99
1963,"Beverley",68,"Girl",100
1964,"Karen",640,"Girl",1
1964,"Susan",596,"Girl",2
1964,"Sandra",525,"Girl",3
1964,"Julie",425,"Girl",4
1964,"Sharon",422,"Girl",5
1964,"Joanne",417,"Girl",6
1964,"Deborah",398,"Girl",7
1964,"Donna",396,"Girl",8
1964,"Michelle",382,"Girl",9
1964,"Christine",376,"Girl",10
1964,"Jacqueline",364,"Girl",11
1964,"Wendy",363,"Girl",12
1964,"Helen",336,"Girl",13
1964,"Elizabeth",332,"Girl",14
1964,"Jennifer",321,"Girl",15
1964,"Tania",317,"Girl",16
1964,"Fiona",311,"Girl",17
1964,"Linda",299,"Girl",18
1964,"Robyn",292,"Girl",19
1964,"Catherine",290,"Girl",20
1964,"Angela",284,"Girl",21
1964,"Suzanne",271,"Girl",22
1964,"Kim",265,"Girl",23
1964,"Tracey",257,"Girl",24
1964,"Denise",251,"Girl",25
1964,"Mary",250,"Girl",26
1964,"Margaret",248,"Girl",27
1964,"Leanne",237,"Girl",28
1964,"Patricia",227,"Girl",29
1964,"Nicola",221,"Girl",30
1964,"Judith",213,"Girl",31
1964,"Diane",205,"Girl",32
1964,"Jane",203,"Girl",33
1964,"Lynette",196,"Girl",34
1964,"Anne",196,"Girl",34
1964,"Maria",194,"Girl",36
1964,"Tracy",184,"Girl",37
1964,"Kathryn",183,"Girl",38
1964,"Vicki",181,"Girl",39
1964,"Andrea",181,"Girl",39
1964,"Debra",179,"Girl",41
1964,"Carol",170,"Girl",42
1964,"Carolyn",169,"Girl",43
1964,"Heather",168,"Girl",44
1964,"Sarah",166,"Girl",45
1964,"Raewyn",158,"Girl",46
1964,"Barbara",153,"Girl",47
1964,"Alison",150,"Girl",48
1964,"Bronwyn",140,"Girl",49
1964,"Marie",137,"Girl",50
1964,"Louise",134,"Girl",51
1964,"Lynda",133,"Girl",52
1964,"Janine",133,"Girl",52
1964,"Dianne",133,"Girl",52
1964,"Annette",131,"Girl",55
1964,"Kathleen",130,"Girl",56
1964,"Brenda",127,"Girl",57
1964,"Jillian",125,"Girl",58
1964,"Pauline",124,"Girl",59
1964,"Caroline",124,"Girl",59
1964,"Paula",122,"Girl",61
1964,"Amanda",121,"Girl",62
1964,"Maree",120,"Girl",63
1964,"Sally",118,"Girl",64
1964,"Janet",113,"Girl",65
1964,"Lisa",109,"Girl",66
1964,"Shelley",108,"Girl",67
1964,"Ann",104,"Girl",68
1964,"Kerry",99,"Girl",69
1964,"Katherine",98,"Girl",70
1964,"Anna",98,"Girl",70
1964,"Cheryl",97,"Girl",72
1964,"Yvonne",96,"Girl",73
1964,"Sheryl",96,"Girl",73
1964,"Ruth",92,"Girl",75
1964,"Rosemary",92,"Girl",75
1964,"Debbie",89,"Girl",77
1964,"Tanya",88,"Girl",78
1964,"Pamela",88,"Girl",78
1964,"Jan",86,"Girl",80
1964,"Lynne",84,"Girl",81
1964,"Shirley",83,"Girl",82
1964,"Lorraine",82,"Girl",83
1964,"Stephanie",81,"Girl",84
1964,"Shona",81,"Girl",84
1964,"Megan",81,"Girl",84
1964,"Tina",80,"Girl",87
1964,"Lynley",80,"Girl",87
1964,"Michele",80,"Girl",87
1964,"Lesley",79,"Girl",90
1964,"Janice",78,"Girl",91
1964,"Jeanette",76,"Girl",92
1964,"Gillian",75,"Girl",93
1964,"Diana",73,"Girl",94
1964,"Teresa",72,"Girl",95
1964,"Maureen",70,"Girl",96
1964,"Colleen",70,"Girl",96
1964,"Frances",69,"Girl",98
1964,"Kay",68,"Girl",99
1964,"Claire",68,"Girl",99
1965,"Karen",560,"Girl",1
1965,"Susan",506,"Girl",2
1965,"Sandra",452,"Girl",3
1965,"Michelle",446,"Girl",4
1965,"Joanne",443,"Girl",5
1965,"Donna",436,"Girl",6
1965,"Deborah",413,"Girl",7
1965,"Sharon",394,"Girl",8
1965,"Tania",370,"Girl",9
1965,"Julie",365,"Girl",10
1965,"Christine",354,"Girl",11
1965,"Jacqueline",326,"Girl",12
1965,"Tracey",320,"Girl",13
1965,"Linda",317,"Girl",14
1965,"Wendy",314,"Girl",15
1965,"Helen",313,"Girl",16
1965,"Elizabeth",292,"Girl",17
1965,"Angela",292,"Girl",17
1965,"Nicola",272,"Girl",19
1965,"Kim",268,"Girl",20
1965,"Fiona",268,"Girl",20
1965,"Leanne",264,"Girl",22
1965,"Catherine",263,"Girl",23
1965,"Jennifer",256,"Girl",24
1965,"Robyn",241,"Girl",25
1965,"Denise",226,"Girl",26
1965,"Sarah",217,"Girl",27
1965,"Maria",214,"Girl",28
1965,"Jane",206,"Girl",29
1965,"Diane",206,"Girl",29
1965,"Lisa",202,"Girl",31
1965,"Patricia",201,"Girl",32
1965,"Tracy",199,"Girl",33
1965,"Suzanne",194,"Girl",34
1965,"Heather",193,"Girl",35
1965,"Andrea",193,"Girl",35
1965,"Carol",181,"Girl",37
1965,"Mary",179,"Girl",38
1965,"Carolyn",179,"Girl",38
1965,"Margaret",168,"Girl",40
1965,"Kathryn",167,"Girl",41
1965,"Anne",164,"Girl",42
1965,"Lynette",163,"Girl",43
1965,"Debra",159,"Girl",44
1965,"Judith",157,"Girl",45
1965,"Louise",151,"Girl",46
1965,"Brenda",150,"Girl",47
1965,"Alison",145,"Girl",48
1965,"Raewyn",141,"Girl",49
1965,"Amanda",141,"Girl",49
1965,"Vicki",139,"Girl",51
1965,"Janine",134,"Girl",52
1965,"Maree",125,"Girl",53
1965,"Paula",124,"Girl",54
1965,"Bronwyn",124,"Girl",54
1965,"Lynda",121,"Girl",56
1965,"Sally",117,"Girl",57
1965,"Stephanie",116,"Girl",58
1965,"Tanya",113,"Girl",59
1965,"Megan",113,"Girl",59
1965,"Marie",111,"Girl",61
1965,"Annette",108,"Girl",62
1965,"Ann",105,"Girl",63
1965,"Kathleen",104,"Girl",64
1965,"Dianne",103,"Girl",65
1965,"Pauline",100,"Girl",66
1965,"Caroline",100,"Girl",66
1965,"Debbie",98,"Girl",68
1965,"Anna",97,"Girl",69
1965,"Rachel",95,"Girl",70
1965,"Pamela",95,"Girl",70
1965,"Shelley",93,"Girl",72
1965,"Ruth",92,"Girl",73
1965,"Barbara",92,"Girl",73
1965,"Rosemary",91,"Girl",75
1965,"Tina",91,"Girl",75
1965,"Katrina",81,"Girl",77
1965,"Jillian",80,"Girl",78
1965,"Michele",79,"Girl",79
1965,"Janet",79,"Girl",79
1965,"Jan",78,"Girl",81
1965,"Kerry",76,"Girl",82
1965,"Yvonne",75,"Girl",83
1965,"Sheryl",75,"Girl",83
1965,"Natalie",74,"Girl",85
1965,"Shona",73,"Girl",86
1965,"Colleen",73,"Girl",86
1965,"Toni",72,"Girl",88
1965,"Lorraine",72,"Girl",88
1965,"Jeanette",71,"Girl",90
1965,"Katherine",70,"Girl",91
1965,"Cherie",69,"Girl",92
1965,"Lynne",68,"Girl",93
1965,"Gillian",68,"Girl",93
1965,"Diana",67,"Girl",95
1965,"Kay",65,"Girl",96
1965,"Belinda",65,"Girl",96
1965,"Teresa",64,"Girl",98
1965,"Cheryl",64,"Girl",98
1965,"Frances",63,"Girl",100
1966,"Michelle",587,"Girl",1
1966,"Karen",551,"Girl",2
1966,"Deborah",495,"Girl",3
1966,"Susan",492,"Girl",4
1966,"Joanne",430,"Girl",5
1966,"Sandra",426,"Girl",6
1966,"Lisa",420,"Girl",7
1966,"Tania",391,"Girl",8
1966,"Sharon",391,"Girl",8
1966,"Tracey",375,"Girl",10
1966,"Donna",371,"Girl",11
1966,"Julie",363,"Girl",12
1966,"Angela",357,"Girl",13
1966,"Christine",338,"Girl",14
1966,"Jacqueline",317,"Girl",15
1966,"Nicola",300,"Girl",16
1966,"Helen",296,"Girl",17
1966,"Wendy",295,"Girl",18
1966,"Fiona",293,"Girl",19
1966,"Elizabeth",276,"Girl",20
1966,"Catherine",270,"Girl",21
1966,"Leanne",247,"Girl",22
1966,"Kim",246,"Girl",23
1966,"Maria",240,"Girl",24
1966,"Jennifer",239,"Girl",25
1966,"Sarah",225,"Girl",26
1966,"Linda",225,"Girl",26
1966,"Tracy",216,"Girl",28
1966,"Andrea",208,"Girl",29
1966,"Alison",204,"Girl",30
1966,"Jane",202,"Girl",31
1966,"Diane",194,"Girl",32
1966,"Robyn",191,"Girl",33
1966,"Denise",180,"Girl",34
1966,"Mary",179,"Girl",35
