"Year","Name","No.","Sex","Rank"
1954,"John",1389,"Boy",1
1954,"David",1161,"Boy",2
1954,"Peter",1157,"Boy",3
1954,"Michael",853,"Boy",4
1954,"Robert",730,"Boy",5
1954,"Paul",687,"Boy",6
1954,"Stephen",573,"Boy",7
1954,"Kevin",543,"Boy",8
1954,"Christopher",508,"Boy",9
1954,"Brian",476,"Boy",10
1954,"William",442,"Boy",11
1954,"Ian",442,"Boy",11
1954,"Mark",423,"Boy",13
1954,"Richard",394,"Boy",14
1954,"Alan",381,"Boy",15
1954,"Bruce",380,"Boy",16
1954,"Murray",372,"Boy",17
1954,"Graeme",366,"Boy",18
1954,"Wayne",336,"Boy",19
1954,"James",323,"Boy",20
1954,"Gary",323,"Boy",20
1954,"Anthony",317,"Boy",22
1954,"Graham",302,"Boy",23
1954,"Philip",301,"Boy",24
1954,"Barry",290,"Boy",25
1954,"Colin",281,"Boy",26
1954,"Trevor",249,"Boy",27
1954,"Kenneth",248,"Boy",28
1954,"Ross",240,"Boy",29
1954,"Grant",234,"Boy",30
1954,"Geoffrey",223,"Boy",31
1954,"Raymond",214,"Boy",32
1954,"Keith",214,"Boy",32
1954,"Allan",209,"Boy",34
1954,"Donald",198,"Boy",35
1954,"Ronald",196,"Boy",36
1954,"Roger",191,"Boy",37
1954,"Steven",190,"Boy",38
1954,"Gregory",190,"Boy",38
1954,"Neil",181,"Boy",40
1954,"Andrew",180,"Boy",41
1954,"Warren",179,"Boy",42
1954,"Garry",177,"Boy",43
1954,"Russell",170,"Boy",44
1954,"Thomas",168,"Boy",45
1954,"Dennis",165,"Boy",46
1954,"Phillip",160,"Boy",47
1954,"Stuart",152,"Boy",48
1954,"Douglas",151,"Boy",49
1954,"George",148,"Boy",50
1954,"Robin",141,"Boy",51
1954,"Leslie",141,"Boy",51
1954,"Malcolm",140,"Boy",53
1954,"Gordon",134,"Boy",54
1954,"Edward",133,"Boy",55
1954,"Neville",132,"Boy",56
1954,"Terence",127,"Boy",57
1954,"Martin",120,"Boy",58
1954,"Charles",120,"Boy",58
1954,"Patrick",117,"Boy",60
1954,"Timothy",113,"Boy",61
1954,"Lindsay",108,"Boy",62
1954,"Noel",101,"Boy",63
1954,"Rex",100,"Boy",64
1954,"Kerry",100,"Boy",64
1954,"Joseph",100,"Boy",64
1954,"Brent",98,"Boy",67
1954,"Craig",98,"Boy",67
1954,"Jeffrey",97,"Boy",69
1954,"Gavin",96,"Boy",70
1954,"Rodney",95,"Boy",71
1954,"Nigel",82,"Boy",72
1954,"Alexander",82,"Boy",72
1954,"Bryan",79,"Boy",74
1954,"Owen",76,"Boy",75
1954,"Tony",75,"Boy",76
1954,"Eric",72,"Boy",77
1954,"Lawrence",71,"Boy",78
1954,"Glenn",71,"Boy",78
1954,"Arthur",71,"Boy",78
1954,"Bernard",68,"Boy",81
1954,"Denis",66,"Boy",82
1954,"Ivan",65,"Boy",83
1954,"Francis",63,"Boy",84
1954,"Mervyn",61,"Boy",85
1954,"Henry",61,"Boy",85
1954,"Gerard",60,"Boy",87
1954,"Norman",59,"Boy",88
1954,"Derek",59,"Boy",88
1954,"Desmond",57,"Boy",90
1954,"Simon",56,"Boy",91
1954,"Maurice",52,"Boy",92
1954,"Nicholas",52,"Boy",92
1954,"Lance",52,"Boy",92
1954,"Brett",52,"Boy",92
1954,"Daniel",49,"Boy",96
1954,"Frederick",49,"Boy",96
1954,"Roy",48,"Boy",98
1954,"Stewart",47,"Boy",99
1954,"Kelvin",47,"Boy",99
1955,"John",1384,"Boy",1
1955,"Peter",1244,"Boy",2
1955,"David",1177,"Boy",3
1955,"Michael",865,"Boy",4
1955,"Robert",729,"Boy",5
1955,"Paul",712,"Boy",6
1955,"Stephen",681,"Boy",7
1955,"Kevin",562,"Boy",8
1955,"Christopher",547,"Boy",9
1955,"Ian",492,"Boy",10
1955,"Mark",452,"Boy",11
1955,"Richard",433,"Boy",12
1955,"William",426,"Boy",13
1955,"Brian",387,"Boy",14
1955,"Bruce",383,"Boy",15
1955,"Murray",372,"Boy",16
1955,"Alan",371,"Boy",17
1955,"Anthony",368,"Boy",18
1955,"Wayne",364,"Boy",19
1955,"James",351,"Boy",20
1955,"Graeme",350,"Boy",21
1955,"Gary",336,"Boy",22
1955,"Graham",316,"Boy",23
1955,"Barry",290,"Boy",24
1955,"Colin",274,"Boy",25
1955,"Ross",265,"Boy",26
1955,"Geoffrey",264,"Boy",27
1955,"Raymond",252,"Boy",28
1955,"Kenneth",249,"Boy",29
1955,"Philip",246,"Boy",30
1955,"Trevor",241,"Boy",31
1955,"Neil",227,"Boy",32
1955,"Grant",220,"Boy",33
1955,"Donald",212,"Boy",34
1955,"Gregory",208,"Boy",35
1955,"Steven",200,"Boy",36
1955,"Allan",199,"Boy",37
1955,"Garry",196,"Boy",38
1955,"Roger",194,"Boy",39
1955,"Andrew",192,"Boy",40
1955,"Keith",182,"Boy",41
1955,"Ronald",168,"Boy",42
1955,"Warren",161,"Boy",43
1955,"Thomas",153,"Boy",44
1955,"Russell",153,"Boy",44
1955,"Dennis",151,"Boy",46
1955,"Stuart",145,"Boy",47
1955,"Timothy",141,"Boy",48
1955,"Malcolm",139,"Boy",49
1955,"Douglas",132,"Boy",50
1955,"Edward",131,"Boy",51
1955,"Phillip",128,"Boy",52
1955,"Robin",127,"Boy",53
1955,"Martin",124,"Boy",54
1955,"Gavin",122,"Boy",55
1955,"Patrick",121,"Boy",56
1955,"Gordon",118,"Boy",57
1955,"Leslie",118,"Boy",57
1955,"Terence",116,"Boy",59
1955,"Charles",116,"Boy",59
1955,"George",113,"Boy",61
1955,"Craig",110,"Boy",62
1955,"Lindsay",108,"Boy",63
1955,"Jeffrey",99,"Boy",64
1955,"Bryan",98,"Boy",65
1955,"Joseph",96,"Boy",66
1955,"Glenn",95,"Boy",67
1955,"Rex",94,"Boy",68
1955,"Kerry",92,"Boy",69
1955,"Noel",91,"Boy",70
1955,"Neville",91,"Boy",70
1955,"Nigel",88,"Boy",72
1955,"Tony",87,"Boy",73
1955,"Alexander",82,"Boy",74
1955,"Brent",82,"Boy",74
1955,"Arthur",82,"Boy",74
1955,"Rodney",75,"Boy",77
1955,"Simon",69,"Boy",78
1955,"Maurice",67,"Boy",79
1955,"Lance",63,"Boy",80
1955,"Eric",62,"Boy",81
1955,"Francis",61,"Boy",82
1955,"Bernard",59,"Boy",83
1955,"Stewart",58,"Boy",84
1955,"Owen",58,"Boy",84
1955,"Gerard",56,"Boy",86
1955,"Nicholas",55,"Boy",87
1955,"Roy",53,"Boy",88
1955,"Derek",53,"Boy",88
1955,"Gerald",52,"Boy",90
1955,"Hugh",50,"Boy",91
1955,"Warwick",48,"Boy",92
1955,"Norman",48,"Boy",92
1955,"Mervyn",48,"Boy",92
1955,"Desmond",48,"Boy",92
1955,"Brett",48,"Boy",92
1955,"Lawrence",47,"Boy",97
1955,"Shane",46,"Boy",98
1955,"Lloyd",46,"Boy",98
1955,"Frank",46,"Boy",98
1956,"Peter",1450,"Boy",1
1956,"John",1277,"Boy",2
1956,"David",1199,"Boy",3
1956,"Michael",866,"Boy",4
1956,"Paul",728,"Boy",5
1956,"Stephen",720,"Boy",6
1956,"Robert",695,"Boy",7
1956,"Kevin",600,"Boy",8
1956,"Mark",573,"Boy",9
1956,"Christopher",523,"Boy",10
1956,"Ian",452,"Boy",11
1956,"Richard",438,"Boy",12
1956,"Brian",429,"Boy",13
1956,"William",428,"Boy",14
1956,"Wayne",396,"Boy",15
1956,"Bruce",395,"Boy",16
1956,"Anthony",382,"Boy",17
1956,"James",354,"Boy",18
1956,"Gary",349,"Boy",19
1956,"Graeme",336,"Boy",20
1956,"Alan",329,"Boy",21
1956,"Murray",312,"Boy",22
1956,"Graham",292,"Boy",23
1956,"Grant",259,"Boy",24
1956,"Colin",256,"Boy",25
1956,"Barry",256,"Boy",25
1956,"Geoffrey",244,"Boy",27
1956,"Andrew",240,"Boy",28
1956,"Kenneth",237,"Boy",29
1956,"Neil",236,"Boy",30
1956,"Gregory",236,"Boy",30
1956,"Philip",235,"Boy",32
1956,"Ross",232,"Boy",33
1956,"Steven",216,"Boy",34
1956,"Allan",207,"Boy",35
1956,"Donald",200,"Boy",36
1956,"Trevor",196,"Boy",37
1956,"Raymond",187,"Boy",38
1956,"Stuart",175,"Boy",39
1956,"Keith",170,"Boy",40
1956,"Roger",169,"Boy",41
1956,"Garry",167,"Boy",42
1956,"Russell",165,"Boy",43
1956,"Thomas",158,"Boy",44
1956,"Malcolm",157,"Boy",45
1956,"Patrick",150,"Boy",46
1956,"Phillip",149,"Boy",47
1956,"Jeffrey",145,"Boy",48
1956,"Douglas",144,"Boy",49
1956,"Martin",141,"Boy",50
1956,"Gordon",136,"Boy",51
1956,"Warren",135,"Boy",52
1956,"George",134,"Boy",53
1956,"Ronald",132,"Boy",54
1956,"Craig",129,"Boy",55
1956,"Robin",126,"Boy",56
1956,"Timothy",124,"Boy",57
1956,"Leslie",122,"Boy",58
1956,"Gavin",116,"Boy",59
1956,"Dennis",116,"Boy",59
1956,"Charles",116,"Boy",59
1956,"Simon",113,"Boy",62
1956,"Neville",113,"Boy",62
1956,"Brent",112,"Boy",64
1956,"Edward",109,"Boy",65
1956,"Terence",102,"Boy",66
1956,"Nigel",96,"Boy",67
1956,"Bryan",95,"Boy",68
1956,"Joseph",93,"Boy",69
1956,"Lindsay",93,"Boy",69
1956,"Kerry",92,"Boy",71
1956,"Tony",91,"Boy",72
1956,"Rex",88,"Boy",73
1956,"Glenn",86,"Boy",74
1956,"Rodney",82,"Boy",75
1956,"Noel",80,"Boy",76
1956,"Alexander",75,"Boy",77
1956,"Eric",71,"Boy",78
1956,"Derek",66,"Boy",79
1956,"Norman",62,"Boy",80
1956,"Lance",62,"Boy",80
1956,"Maurice",61,"Boy",82
1956,"Shane",60,"Boy",83
1956,"Gerard",60,"Boy",83
1956,"Daniel",58,"Boy",85
1956,"Desmond",58,"Boy",85
1956,"Nicholas",56,"Boy",87
1956,"Ivan",55,"Boy",88
1956,"Bernard",55,"Boy",88
1956,"Terry",54,"Boy",90
1956,"Stewart",54,"Boy",90
1956,"Arthur",54,"Boy",90
1956,"Kelvin",53,"Boy",93
1956,"Francis",52,"Boy",94
1956,"Dean",50,"Boy",95
1956,"Lawrence",48,"Boy",96
1956,"Alistair",48,"Boy",96
1956,"Brett",48,"Boy",96
1956,"Leonard",47,"Boy",99
1956,"Owen",45,"Boy",100
1957,"Peter",1431,"Boy",1
1957,"John",1250,"Boy",2
1957,"David",1168,"Boy",3
1957,"Michael",938,"Boy",4
1957,"Paul",776,"Boy",5
1957,"Stephen",760,"Boy",6
1957,"Robert",720,"Boy",7
1957,"Mark",642,"Boy",8
1957,"Christopher",625,"Boy",9
1957,"Kevin",532,"Boy",10
1957,"Richard",481,"Boy",11
1957,"Ian",464,"Boy",12
1957,"Brian",453,"Boy",13
1957,"Anthony",452,"Boy",14
1957,"William",405,"Boy",15
1957,"Bruce",391,"Boy",16
1957,"Wayne",369,"Boy",17
1957,"Murray",363,"Boy",18
1957,"Gary",363,"Boy",18
1957,"James",356,"Boy",20
1957,"Alan",346,"Boy",21
1957,"Graeme",322,"Boy",22
1957,"Grant",290,"Boy",23
1957,"Barry",289,"Boy",24
1957,"Ross",273,"Boy",25
1957,"Graham",273,"Boy",25
1957,"Geoffrey",272,"Boy",27
1957,"Philip",268,"Boy",28
1957,"Colin",267,"Boy",29
1957,"Gregory",254,"Boy",30
1957,"Trevor",243,"Boy",31
1957,"Kenneth",233,"Boy",32
1957,"Andrew",225,"Boy",33
1957,"Neil",218,"Boy",34
1957,"Allan",216,"Boy",35
1957,"Steven",215,"Boy",36
1957,"Donald",202,"Boy",37
1957,"Garry",197,"Boy",38
1957,"Keith",196,"Boy",39
1957,"Raymond",189,"Boy",40
1957,"Thomas",179,"Boy",41
1957,"Stuart",176,"Boy",42
1957,"Phillip",173,"Boy",43
1957,"Roger",164,"Boy",44
1957,"Timothy",159,"Boy",45
1957,"Martin",157,"Boy",46
1957,"Ronald",154,"Boy",47
1957,"Warren",153,"Boy",48
1957,"Russell",153,"Boy",48
1957,"Patrick",150,"Boy",50
1957,"Craig",142,"Boy",51
1957,"Brent",136,"Boy",52
1957,"Douglas",135,"Boy",53
1957,"Malcolm",132,"Boy",54
1957,"Robin",130,"Boy",55
1957,"Simon",129,"Boy",56
1957,"Jeffrey",125,"Boy",57
1957,"Lindsay",124,"Boy",58
1957,"Nigel",120,"Boy",59
1957,"Gordon",119,"Boy",60
1957,"George",113,"Boy",61
1957,"Gavin",111,"Boy",62
1957,"Dennis",111,"Boy",62
1957,"Bryan",109,"Boy",64
1957,"Tony",106,"Boy",65
1957,"Charles",105,"Boy",66
1957,"Neville",104,"Boy",67
1957,"Edward",104,"Boy",67
1957,"Leslie",98,"Boy",69
1957,"Glenn",96,"Boy",70
1957,"Kerry",95,"Boy",71
1957,"Brett",93,"Boy",72
1957,"Joseph",91,"Boy",73
1957,"Rodney",90,"Boy",74
1957,"Terence",88,"Boy",75
1957,"Nicholas",86,"Boy",76
1957,"Lance",86,"Boy",76
1957,"Eric",82,"Boy",78
1957,"Bernard",81,"Boy",79
1957,"Rex",80,"Boy",80
1957,"Noel",80,"Boy",80
1957,"Daniel",75,"Boy",82
1957,"Owen",70,"Boy",83
1957,"Alexander",69,"Boy",84
1957,"Dean",69,"Boy",84
1957,"Warwick",68,"Boy",86
1957,"Derek",68,"Boy",86
1957,"Maurice",67,"Boy",88
1957,"Terry",63,"Boy",89
1957,"Gerard",63,"Boy",89
1957,"Shane",57,"Boy",91
1957,"Jonathan",57,"Boy",91
1957,"Darryl",57,"Boy",91
1957,"Francis",56,"Boy",94
1957,"Mervyn",53,"Boy",95
1957,"Norman",52,"Boy",96
1957,"Gerald",52,"Boy",96
1957,"Hugh",51,"Boy",98
1957,"Allen",51,"Boy",98
1957,"Stewart",50,"Boy",100
1958,"Peter",1484,"Boy",1
1958,"David",1238,"Boy",2
1958,"John",1181,"Boy",3
1958,"Michael",1007,"Boy",4
1958,"Stephen",873,"Boy",5
1958,"Paul",803,"Boy",6
1958,"Mark",752,"Boy",7
1958,"Robert",708,"Boy",8
1958,"Christopher",680,"Boy",9
1958,"Kevin",551,"Boy",10
1958,"Richard",482,"Boy",11
1958,"Anthony",445,"Boy",12
1958,"Ian",433,"Boy",13
1958,"William",429,"Boy",14
1958,"Wayne",422,"Boy",15
1958,"Grant",392,"Boy",16
1958,"Alan",376,"Boy",17
1958,"Brian",368,"Boy",18
1958,"Bruce",368,"Boy",18
1958,"Murray",359,"Boy",20
1958,"Gary",358,"Boy",21
1958,"Graeme",348,"Boy",22
1958,"James",347,"Boy",23
1958,"Gregory",330,"Boy",24
1958,"Steven",297,"Boy",25
1958,"Ross",291,"Boy",26
1958,"Andrew",277,"Boy",27
1958,"Philip",268,"Boy",28
1958,"Colin",267,"Boy",29
1958,"Graham",265,"Boy",30
1958,"Geoffrey",253,"Boy",31
1958,"Allan",243,"Boy",32
1958,"Barry",241,"Boy",33
1958,"Keith",225,"Boy",34
1958,"Kenneth",225,"Boy",34
1958,"Trevor",210,"Boy",36
1958,"Donald",203,"Boy",37
1958,"Neil",198,"Boy",38
1958,"Raymond",195,"Boy",39
1958,"Garry",184,"Boy",40
1958,"Martin",180,"Boy",41
1958,"Stuart",173,"Boy",42
1958,"Thomas",172,"Boy",43
1958,"Simon",170,"Boy",44
1958,"Roger",168,"Boy",45
1958,"Russell",166,"Boy",46
1958,"Timothy",163,"Boy",47
1958,"Craig",163,"Boy",47
1958,"Patrick",159,"Boy",49
1958,"Phillip",158,"Boy",50
1958,"Brent",153,"Boy",51
1958,"Warren",149,"Boy",52
1958,"Tony",149,"Boy",52
1958,"Robin",143,"Boy",54
1958,"Malcolm",135,"Boy",55
1958,"Kerry",132,"Boy",56
1958,"Jeffrey",130,"Boy",57
1958,"Ronald",129,"Boy",58
1958,"Douglas",128,"Boy",59
1958,"Joseph",124,"Boy",60
1958,"Gavin",118,"Boy",61
1958,"Nigel",115,"Boy",62
1958,"Neville",112,"Boy",63
1958,"Dennis",112,"Boy",63
1958,"Gordon",110,"Boy",65
1958,"Terence",106,"Boy",66
1958,"George",106,"Boy",66
1958,"Leslie",103,"Boy",68
1958,"Brett",103,"Boy",68
1958,"Edward",101,"Boy",70
1958,"Charles",94,"Boy",71
1958,"Dean",94,"Boy",71
1958,"Nicholas",93,"Boy",73
1958,"Rodney",92,"Boy",74
1958,"Lance",92,"Boy",74
1958,"Derek",88,"Boy",76
1958,"Shane",86,"Boy",77
1958,"Noel",85,"Boy",78
1958,"Lindsay",84,"Boy",79
1958,"Eric",83,"Boy",80
1958,"Glenn",79,"Boy",81
1958,"Bryan",79,"Boy",81
1958,"Rex",73,"Boy",83
1958,"Bernard",73,"Boy",83
1958,"Maurice",67,"Boy",85
1958,"Alexander",66,"Boy",86
1958,"Alistair",64,"Boy",87
1958,"Terry",63,"Boy",88
1958,"Ivan",61,"Boy",89
1958,"Desmond",61,"Boy",89
1958,"Daniel",61,"Boy",89
1958,"Owen",60,"Boy",92
1958,"Lawrence",60,"Boy",92
1958,"Gerard",60,"Boy",92
1958,"Arthur",60,"Boy",92
1958,"Warwick",58,"Boy",96
1958,"Walter",57,"Boy",97
1958,"Matthew",57,"Boy",97
1958,"Stewart",55,"Boy",99
1958,"Leonard",55,"Boy",99
1959,"Peter",1335,"Boy",1
1959,"David",1307,"Boy",2
1959,"John",1227,"Boy",3
1959,"Michael",1107,"Boy",4
1959,"Stephen",891,"Boy",5
1959,"Mark",829,"Boy",6
1959,"Paul",725,"Boy",7
1959,"Robert",693,"Boy",8
1959,"Christopher",677,"Boy",9
1959,"Kevin",564,"Boy",10
1959,"Anthony",516,"Boy",11
1959,"Richard",489,"Boy",12
1959,"Ian",430,"Boy",13
1959,"Wayne",406,"Boy",14
1959,"Bruce",403,"Boy",15
1959,"William",399,"Boy",16
1959,"Brian",377,"Boy",17
1959,"Grant",376,"Boy",18
1959,"Gregory",362,"Boy",19
1959,"James",356,"Boy",20
1959,"Andrew",353,"Boy",21
1959,"Gary",344,"Boy",22
1959,"Philip",338,"Boy",23
1959,"Alan",338,"Boy",23
1959,"Graeme",311,"Boy",25
1959,"Steven",310,"Boy",26
1959,"Murray",308,"Boy",27
1959,"Ross",295,"Boy",28
1959,"Colin",280,"Boy",29
1959,"Geoffrey",262,"Boy",30
1959,"Barry",252,"Boy",31
1959,"Graham",238,"Boy",32
1959,"Allan",237,"Boy",33
1959,"Kenneth",225,"Boy",34
1959,"Neil",224,"Boy",35
1959,"Trevor",211,"Boy",36
1959,"Russell",209,"Boy",37
1959,"Donald",209,"Boy",37
1959,"Craig",200,"Boy",39
1959,"Keith",199,"Boy",40
1959,"Martin",196,"Boy",41
1959,"Raymond",190,"Boy",42
1959,"Phillip",189,"Boy",43
1959,"Timothy",188,"Boy",44
1959,"Stuart",183,"Boy",45
1959,"Brent",175,"Boy",46
1959,"Warren",174,"Boy",47
1959,"Thomas",171,"Boy",48
1959,"Roger",163,"Boy",49
1959,"Garry",157,"Boy",50
1959,"Jeffrey",154,"Boy",51
1959,"Patrick",151,"Boy",52
1959,"Tony",149,"Boy",53
1959,"Simon",143,"Boy",54
1959,"Douglas",142,"Boy",55
1959,"Malcolm",141,"Boy",56
1959,"Gavin",132,"Boy",57
1959,"Kerry",130,"Boy",58
1959,"George",125,"Boy",59
1959,"Ronald",124,"Boy",60
1959,"Nigel",121,"Boy",61
1959,"Terence",118,"Boy",62
1959,"Neville",118,"Boy",62
1959,"Gordon",117,"Boy",64
1959,"Robin",110,"Boy",65
1959,"Dean",107,"Boy",66
1959,"Edward",106,"Boy",67
1959,"Lance",102,"Boy",68
1959,"Nicholas",100,"Boy",69
1959,"Shane",98,"Boy",70
1959,"Brett",98,"Boy",70
1959,"Joseph",96,"Boy",72
1959,"Leslie",95,"Boy",73
1959,"Charles",90,"Boy",74
1959,"Rodney",89,"Boy",75
1959,"Bryan",88,"Boy",76
1959,"Derek",84,"Boy",77
1959,"Dennis",82,"Boy",78
1959,"Terry",81,"Boy",79
1959,"Glenn",80,"Boy",80
1959,"Daniel",80,"Boy",80
1959,"Noel",77,"Boy",82
1959,"Lindsay",77,"Boy",82
1959,"Eric",72,"Boy",84
1959,"Maurice",71,"Boy",85
1959,"Matthew",69,"Boy",86
1959,"Alexander",68,"Boy",87
1959,"Rex",67,"Boy",88
1959,"Kelvin",67,"Boy",88
1959,"Jonathan",67,"Boy",88
1959,"Arthur",67,"Boy",88
1959,"Adrian",67,"Boy",88
1959,"Francis",65,"Boy",93
1959,"Stewart",62,"Boy",94
1959,"Alistair",62,"Boy",94
1959,"Gerard",61,"Boy",96
1959,"Carl",60,"Boy",97
1959,"Bernard",57,"Boy",98
1959,"Ivan",55,"Boy",99
1959,"Owen",51,"Boy",100
1960,"David",1304,"Boy",1
1960,"Peter",1257,"Boy",2
1960,"Michael",1090,"Boy",3
1960,"John",1085,"Boy",4
1960,"Stephen",994,"Boy",5
1960,"Mark",901,"Boy",6
1960,"Paul",746,"Boy",7
1960,"Robert",662,"Boy",8
1960,"Christopher",620,"Boy",9
1960,"Kevin",546,"Boy",10
1960,"Anthony",511,"Boy",11
1960,"Richard",473,"Boy",12
1960,"Ian",451,"Boy",13
1960,"Craig",441,"Boy",14
1960,"William",422,"Boy",15
1960,"Gregory",419,"Boy",16
1960,"Wayne",417,"Boy",17
1960,"Andrew",400,"Boy",18
1960,"Grant",390,"Boy",19
1960,"James",374,"Boy",20
1960,"Bruce",373,"Boy",21
1960,"Brian",367,"Boy",22
1960,"Steven",340,"Boy",23
1960,"Philip",328,"Boy",24
1960,"Murray",327,"Boy",25
1960,"Graeme",317,"Boy",26
1960,"Ross",305,"Boy",27
1960,"Alan",295,"Boy",28
1960,"Gary",271,"Boy",29
1960,"Colin",249,"Boy",30
1960,"Graham",239,"Boy",31
1960,"Barry",229,"Boy",32
1960,"Geoffrey",223,"Boy",33
1960,"Neil",219,"Boy",34
1960,"Martin",217,"Boy",35
1960,"Trevor",214,"Boy",36
1960,"Kenneth",210,"Boy",37
1960,"Allan",203,"Boy",38
1960,"Raymond",199,"Boy",39
1960,"Russell",197,"Boy",40
1960,"Phillip",197,"Boy",40
1960,"Timothy",193,"Boy",42
1960,"Thomas",180,"Boy",43
1960,"Warren",176,"Boy",44
1960,"Tony",174,"Boy",45
1960,"Donald",173,"Boy",46
1960,"Brent",172,"Boy",47
1960,"Roger",171,"Boy",48
1960,"Stuart",169,"Boy",49
1960,"Simon",167,"Boy",50
1960,"Keith",161,"Boy",51
1960,"Nigel",159,"Boy",52
1960,"Garry",157,"Boy",53
1960,"Jeffrey",141,"Boy",54
1960,"Douglas",140,"Boy",55
1960,"Brett",140,"Boy",55
1960,"Gavin",137,"Boy",57
1960,"Malcolm",136,"Boy",58
1960,"Ronald",134,"Boy",59
1960,"Patrick",130,"Boy",60
1960,"Shane",118,"Boy",61
1960,"George",118,"Boy",61
1960,"Edward",113,"Boy",63
1960,"Kerry",112,"Boy",64
1960,"Robin",103,"Boy",65
1960,"Dean",100,"Boy",66
1960,"Neville",99,"Boy",67
1960,"Gordon",98,"Boy",68
1960,"Rodney",96,"Boy",69
1960,"Terence",95,"Boy",70
1960,"Joseph",94,"Boy",71
1960,"Eric",93,"Boy",72
1960,"Lance",92,"Boy",73
1960,"Antony",90,"Boy",74
1960,"Daniel",88,"Boy",75
1960,"Leslie",87,"Boy",76
1960,"Dennis",87,"Boy",76
1960,"Terry",85,"Boy",78
1960,"Matthew",85,"Boy",78
1960,"Nicholas",85,"Boy",78
1960,"Bryan",84,"Boy",81
1960,"Kelvin",81,"Boy",82
1960,"Glenn",78,"Boy",83
1960,"Derek",77,"Boy",84
1960,"Charles",77,"Boy",84
1960,"Jonathan",76,"Boy",86
1960,"Scott",72,"Boy",87
1960,"Adrian",71,"Boy",88
1960,"Lindsay",70,"Boy",89
1960,"Alexander",70,"Boy",89
1960,"Owen",65,"Boy",91
1960,"Noel",65,"Boy",91
1960,"Darryl",65,"Boy",91
1960,"Warwick",64,"Boy",94
1960,"Gerard",64,"Boy",94
1960,"Alistair",64,"Boy",94
1960,"Bernard",63,"Boy",97
1960,"Rex",59,"Boy",98
1960,"Francis",59,"Boy",98
1960,"Carl",58,"Boy",100
1961,"David",1350,"Boy",1
1961,"Peter",1213,"Boy",2
1961,"Michael",1182,"Boy",3
1961,"John",1145,"Boy",4
1961,"Mark",1018,"Boy",5
1961,"Stephen",909,"Boy",6
1961,"Paul",785,"Boy",7
1961,"Robert",735,"Boy",8
1961,"Andrew",673,"Boy",9
1961,"Christopher",544,"Boy",10
1961,"Richard",542,"Boy",11
1961,"Anthony",533,"Boy",12
1961,"Kevin",513,"Boy",13
1961,"Ian",453,"Boy",14
1961,"Wayne",436,"Boy",15
1961,"William",406,"Boy",16
1961,"Gregory",402,"Boy",17
1961,"Craig",377,"Boy",18
1961,"Grant",373,"Boy",19
1961,"Steven",369,"Boy",20
1961,"James",353,"Boy",21
1961,"Bruce",353,"Boy",21
1961,"Gary",329,"Boy",23
1961,"Murray",325,"Boy",24
1961,"Graeme",323,"Boy",25
1961,"Philip",305,"Boy",26
1961,"Brian",301,"Boy",27
1961,"Alan",294,"Boy",28
1961,"Ross",287,"Boy",29
1961,"Graham",262,"Boy",30
1961,"Brent",256,"Boy",31
1961,"Geoffrey",248,"Boy",32
1961,"Colin",244,"Boy",33
1961,"Barry",234,"Boy",34
1961,"Martin",229,"Boy",35
1961,"Dean",222,"Boy",36
1961,"Neil",216,"Boy",37
1961,"Russell",214,"Boy",38
1961,"Trevor",204,"Boy",39
1961,"Simon",197,"Boy",40
1961,"Phillip",193,"Boy",41
1961,"Kenneth",190,"Boy",42
1961,"Allan",190,"Boy",42
1961,"Raymond",185,"Boy",44
1961,"Keith",185,"Boy",44
1961,"Warren",177,"Boy",46
1961,"Shane",173,"Boy",47
1961,"Donald",169,"Boy",48
1961,"Stuart",168,"Boy",49
1961,"Tony",167,"Boy",50
1961,"Timothy",165,"Boy",51
1961,"Thomas",164,"Boy",52
1961,"Malcolm",163,"Boy",53
1961,"Nigel",159,"Boy",54
1961,"Jeffrey",155,"Boy",55
1961,"Brett",153,"Boy",56
1961,"Roger",147,"Boy",57
1961,"Patrick",145,"Boy",58
1961,"Kerry",140,"Boy",59
1961,"Joseph",137,"Boy",60
1961,"Ronald",134,"Boy",61
1961,"Gavin",132,"Boy",62
1961,"Garry",128,"Boy",63
1961,"Douglas",128,"Boy",63
1961,"Robin",121,"Boy",65
1961,"George",119,"Boy",66
1961,"Gordon",118,"Boy",67
1961,"Terence",116,"Boy",68
1961,"Lance",114,"Boy",69
1961,"Charles",112,"Boy",70
1961,"Neville",111,"Boy",71
1961,"Edward",109,"Boy",72
1961,"Nicholas",104,"Boy",73
1961,"Daniel",103,"Boy",74
1961,"Glenn",101,"Boy",75
1961,"Antony",100,"Boy",76
1961,"Derek",99,"Boy",77
1961,"Leslie",98,"Boy",78
1961,"Matthew",93,"Boy",79
1961,"Bryan",93,"Boy",79
1961,"Dennis",89,"Boy",81
1961,"Jonathan",87,"Boy",82
1961,"Adrian",79,"Boy",83
1961,"Lindsay",78,"Boy",84
1961,"Kelvin",77,"Boy",85
1961,"Rodney",75,"Boy",86
1961,"Bernard",75,"Boy",86
1961,"Carl",74,"Boy",88
1961,"Eric",72,"Boy",89
1961,"Darryl",72,"Boy",89
1961,"Terry",70,"Boy",91
1961,"Scott",67,"Boy",92
1961,"Kim",66,"Boy",93
1961,"Alexander",65,"Boy",94
1961,"Henry",61,"Boy",95
1961,"Alistair",61,"Boy",95
1961,"Arthur",60,"Boy",97
1961,"Warwick",57,"Boy",98
